"","Sponsor.Name","Site.Name","AgrNbr","SiteNbr","Program.Type","County","Street.Address","Addr2","City","State","Zip.Code","Opr.Oct","Opr.Nov","Opr.Dec","Opr.Jan","Opr.Feb","Opr.Mar","Opr.Apr","Opr.May","Opr.Jun","Opr.Jul","Opr.Aug","Opr.Sep","Breakfast","Brk.Mon","Brk.Tue","Brk.Wed","Brk.Thu","Brk.Fri","Brk.Sat","Brk.Sun","AM.Snack","Ams.Mon","Ams.Tue","Ams.Wed","Ams.Thu","Ams.Fri","Ams.Sat","Ams.Sun","Lunch","Lun.Mon","Lun.Tue","Lun.Wed","Lun.Thu","Lun.Fri","Lun.Sat","Lun.Sun","PM.Snack","Pms.Mon","Pms.Tue","Pms.Wed","Pms.Thu","Pms.Fri","Pms.Sat","Pms.Sun","Supper","Sup.Mon","Sup.Tue","Sup.Wed","Sup.Thu","Sup.Fri","Sup.Sat","Sup.Sun","Evening.Snack","Eve.Mon","Eve.Tue","Eve.Wed","Eve.Thu","Eve.Fri","Eve.Sat","Eve.Sun","Qualifying.Area.School","QAS.SiteNbr","QAS..F.RP"
"325","Salem-Keizer SD - At Risk","Grant Community","2419020",13887,"After School At Risk Meals and Snacks Center","Marion County","725 Market St NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Grant Community School",10863,"75.2%"
"45","Boys and Girls Clubs of the Rogue Valley","Grants Pass Boys and Girls Club","1702001",13306,"After School At Risk Meals and Snacks Center","Josephine County","203 SE 9th","","Grants Pass","OR","97526",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Riverside Elementary",10095,"82.1%"
"126","Great Days Early Education Center","Great Days Early Education Center","2007001",11766,"After School At Risk Meals and Snacks Center","Lane County","403 NORTH RIVER ROAD","403 NORTH RIVER ROAD","COTTAGE GROVE","OR","97424",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bohemia Elem",10686,"79.6%"
"163","LaGrande SD","Greenwood Elem","3112001",11160,"After School At Risk Meals and Snacks Center","Union County","2300 North Spruce St.","","La Grande","OR","97850",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Greenwood Elem",11160,"77.9%"
"140","Gresham-Barlow SD 10J","Gresham High","2607003",10947,"After School At Risk Meals and Snacks Center","Multnomah County","1331 NW Eastman PKWY","","Gresham","OR","97030",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Highland Elem",10958,"88.6%"
"256","Portland SD","Grout Elem","2616011",11025,"After School At Risk Meals and Snacks Center","Multnomah County","3119 SE Holgate Blvd","","Portland","OR","97202",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Grout Elem",11025,"63.4%"
"326","Salem-Keizer SD - At Risk","Gubser Elementary","2419020",15058,"After School At Risk Meals and Snacks Center","Marion County","6610 14th Ave. NE","","Keizer","OR","97303",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"McNary High",10836,"54.0%"
"376","Springfield SD 19","Guy Lee Elem","2019007",10705,"After School At Risk Meals and Snacks Center","Lane County","755 Harlow Road","","Springfield","OR","97477",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Guy Lee Elem",10705,"94.3%"
"141","Gresham-Barlow SD 10J","Hall Elem","2607003",10957,"After School At Risk Meals and Snacks Center","Multnomah County","2505 NE 23rd St","","Gresham","OR","97030-3146",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Hall Elem",10957,"83.8%"
"327","Salem-Keizer SD - At Risk","Hallman Elementary AR Site","2419020",14002,"After School At Risk Meals and Snacks Center","Marion County","4000 Deerhaven Dr NE","","Salem","OR","97301",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Hallman Elementary",12788,"74.4%"
"377","Springfield SD 19","Hamlin Middle","2019007",10696,"After School At Risk Meals and Snacks Center","Lane County","326 Centennial Boulevard","","Springfield","OR","97477",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Hamlin Middle",10696,"84.8%"
"328","Salem-Keizer SD - At Risk","Hammond Elementary AR Site","2419020",13989,"After School At Risk Meals and Snacks Center","Marion County","4900 Bayne Street NE","","Salem","OR","97305",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Hammond Elementary",12789,"70.7%"
"50","Centennial SD 28J","Harold Oliver Elem","2603006",10929,"After School At Risk Meals and Snacks Center","Multnomah County","15840 SE Taylor","","Portland","OR","97233",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Harold Oliver Elem",10929,"87.2%"
"257","Portland SD","Harrison Park","2616011",14257,"After School At Risk Meals and Snacks Center","Multnomah County","2225 SE 87th Ave","","Portland","OR","97216",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Harrison Park",14257,"84.8%"
"299","Salem Family YMCA","Harrit Elementary","2419003",13220,"Outside School Hours Center","Polk County","2112 Linwood St NW","","Salem","OR","97304",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"329","Salem-Keizer SD - At Risk","Harritt Elementary","2419020",15047,"After School At Risk Meals and Snacks Center","Marion County","2112 Linwood St. NW","","Salem","OR","97304",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Harritt Elementary",13116,"47.2%"
"293","Reynolds SD 7","Hartley Elem","2618002",11081,"After School At Risk Meals and Snacks Center","Multnomah County","701 NE 185th Pl","","Portland","OR","97230",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Hartley Elem",11081,"94.4%"
"294","Reynolds SD 7","Hauton B Lee Middle","2618002",11074,"After School At Risk Meals and Snacks Center","Multnomah County","1121 NE 172nd Ave","","Portland","OR","97230",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Hauton B Lee Middle",11074,"85.3%"
"5","Beaverton SD 48J","Health Science School","3402002",14279,"After School At Risk Meals and Snacks Center","Washington County","18460 NW Walker Road Suite 1400","","Beaverton","OR","97006",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"McKinley Elementary",11218,"58.4%"
"60","Central SD 13J","Henry Hill Elem","2703001",11091,"After School At Risk Meals and Snacks Center","Polk County","750 S. Fifth St.","","Independence","OR","97351",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Talmadge  Middle",11090,"62.9%"
"410","Woodburn SD 103","Heritage Elem","2423006",10910,"After School At Risk Meals and Snacks Center","Marion County","440 Parr Rd","","Woodburn","OR","97071",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Heritage Elem",10910,"78.2%"
"142","Gresham-Barlow SD 10J","Highland Elem","2607003",10958,"After School At Risk Meals and Snacks Center","Multnomah County","295 NE 24th St","","Gresham","OR","97030-2753",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Highland Elem",10958,"88.6%"
"288","Reedsport SD 105","Highland Elem","1018001",10426,"After School At Risk Meals and Snacks Center","Douglas County","2605 Longwood Dr","","Reedsport","OR","97467",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Highland Elem",10426,"68.3%"
"330","Salem-Keizer SD - At Risk","Highland Elementary AR Site","2419020",14018,"After School At Risk Meals and Snacks Center","Marion County","530 Highland Ave. NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Highland",12866,"74.0%"
"213","North Bend SD 13","Hillcrest Elem","0614001",10377,"After School At Risk Meals and Snacks Center","Coos County","1100 Maine","","North Bend","OR","97459",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Hillcrest Elem",10377,"58.3%"
"100","Eagle Point SD","Hillside Elementary","1505001",11615,"After School At Risk Meals and Snacks Center","Jackson County","185 E. Main St.","","Eagle Point","OR","97524",0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Hillside Elementary",11615,"66.6%"
"401","Vermont Hills Family Life Center","Holy Cross","2622001",14726,"After School At Risk Meals and Snacks Center","Multnomah County","5202 N Bowdoin St.","","Portland","OR","97203",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Astor Elem",11005,"54.6%"
"402","Vermont Hills Family Life Center","Holy Trinity","2622001",14667,"After School At Risk Meals and Snacks Center","Washington County","13755 SW Walker RD.","","Beaverton","OR","97005",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Barnes Elem",11203,"69.9%"
"196","Mid-Willamette Valley Community Action Agency - HOME","HOME Youth & Resource Center","2413004",13225,"After School At Risk Meals and Snacks Center","Marion County","625 Union St NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Parrish Middle",10845,"76.5%"
"331","Salem-Keizer SD - At Risk","Hoover Elementary AR Site","2419020",13888,"After School At Risk Meals and Snacks Center","Marion County","1104 Savage Rd NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Hoover Elem",10868,"82.5%"
"332","Salem-Keizer SD - At Risk","Houck Middle AR Site","2419020",13889,"After School At Risk Meals and Snacks Center","Marion County","1155 Connecticut SE","","Salem","OR","97317",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Houck Middle",10842,"86.7%"
"117","Eugene SD 4J","Howard Elem","2005005",10627,"After School At Risk Meals and Snacks Center","Lane County","700 Howard Ave","","Eugene","OR","97404",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Howard Elem",10627,"72.3%"
"185","Medford SD 549","Howard Elem","1513001",10501,"After School At Risk Meals and Snacks Center","Jackson County","286 Mace Road","","Medford","OR","97501",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Howard Elem",10501,"73.3%"
"61","Central SD 13J","Independence Elem","2703001",11092,"After School At Risk Meals and Snacks Center","Polk County","150 South 4th St.","","Independence","OR","97351",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Talmadge  Middle",11090,"62.9%"
"35","Boys & Girls Club of Portland Metropolitan Area","Inukai Boys & Girls Club","2602004",13872,"After School At Risk Meals and Snacks Center","Washington County","560 SE 3rd","","Hillsboro","OR","97123",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"W V McKinney Elem",11267,"78.8%"
"200","Morrow Co SD","Irrigon Elementary","2513001",13374,"After School At Risk Meals and Snacks Center","Morrow County","490 SE Wyoming","","Irrigon","OR","97844",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Irrigon Elementary",13374,"79.3%"
"201","Morrow Co SD","Irrigon Jr/Sr High School","2513001",10917,"After School At Risk Meals and Snacks Center","Morrow County","315 E Wyoming","","Irrigon","OR","97844",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Irrigon Jr/Sr High School",10917,"73.4%"
"46","Boys and Girls Clubs of the Rogue Valley","IV Boys and Girls Club","1702001",13929,"After School At Risk Meals and Snacks Center","Josephine County","520 W River St","","Cave Junction","OR","97523",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,"Evergreen Elem",10538,"83.2%"
"186","Medford SD 549","Jackson Elementary","1513001",10502,"After School At Risk Meals and Snacks Center","Jackson County","713 Summit Avenue","","Medford","OR","97501",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Jackson Elementary",10502,"83.4%"
"258","Portland SD","James John Elementary","2616011",11031,"After School At Risk Meals and Snacks Center","Multnomah County","7439 N Charleston Ave","","Portland","OR","97203",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"James John Elementary",11031,"77.6%"
"118","Eugene SD 4J","James Madison Middle","2005005",10607,"After School At Risk Meals and Snacks Center","Lane County","875 Wilkes Dr","","Eugene","OR","97404",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Awbrey Park Elem",10615,"55.6%"
"153","Jefferson SD 14J","Jefferson Elem","2410001",10822,"After School At Risk Meals and Snacks Center","Marion County","615 N 2nd St","","Jefferson","OR","97352",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Jefferson Elem",10822,"63.4%"
"187","Medford SD 549","Jefferson Elem","1513001",10504,"After School At Risk Meals and Snacks Center","Jackson County","333 Holmes Avenue","","Medford","OR","97501",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Jefferson Elem",10504,"83.8%"
"259","Portland SD","Jefferson High","2616011",10975,"After School At Risk Meals and Snacks Center","Multnomah County","5210 N Kerby Ave","","Portland","OR","97217",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Jefferson High",10975,"73.8%"
"18","Bend/LaPine SD","Jewell Elementary","0902001",12318,"After School At Risk Meals and Snacks Center","Deschutes County","20550 Murphy Road","","Bend","OR","97702",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Jewell Elementary",12318,"49.0%"
"281","Redmond SD 2J","John Tuck Elem","0918002",10396,"After School At Risk Meals and Snacks Center","Deschutes County","209 N 10th","","Redmond","OR","97756",1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"John Tuck Elem",10396,"65.2%"
"48","Building Healthy Families","Joseph School","3202001",15024,"After School At Risk Meals and Snacks Center","Wallowa County","400 E Williams","P.O Box 787","Joseph","OR","97846",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Joseph Middle",11173,"51.3%"
"333","Salem-Keizer SD - At Risk","Judson Middle School","2419020",15070,"After School At Risk Meals and Snacks Center","Marion County","4541 Jones Rd. S","","Salem","OR","97302",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Wright Elementary",10860,"58.3%"
"154","Junction City SD 69","Junction City Community Services Center","2010001",14735,"After School At Risk Meals and Snacks Center","Lane County","175 7th Ave","","Junction City","OR","97448",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Laurel Elem",10659,"60.4%"
"155","Junction City SD 69","Junction City High","2010001",10657,"After School At Risk Meals and Snacks Center","Lane County","1135 W 6th Street","","Junction City","OR","97448",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Laurel Elem",10659,"60.4%"
"19","Bend/LaPine SD","Juniper Elementary","0902001",10039,"After School At Risk Meals and Snacks Center","Deschutes County","1300 NE Norton","","Bend","OR","97701",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Juniper Elementary",10039,"64.8%"
"28","Bethel SD At-Risk","Kalapuya High School","2002006",15349,"After School At Risk Meals and Snacks Center","Lane County","1200 N. Terry Street","","Eugene","OR","97402",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Kalapuya High School",12985,"74.3%"
"39","Boys & Girls Club of Salem","Keizer Branch","2402002",13074,"After School At Risk Meals and Snacks Center","Marion County","4840 Noren St","","Keizer","OR","97303",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Kennedy Elem",10870,"70.9%"
"300","Salem Family YMCA","Keizer Elem","2419003",12140,"After School At Risk Meals and Snacks Center","Marion County","5600 McClure St N","","Keizer","OR","97303",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Keizer Elem",10869,"74.8%"
"334","Salem-Keizer SD - At Risk","Keizer Elem","2419020",15481,"After School At Risk Meals and Snacks Center","Marion County","5600 McClure St. N","","Keizer","OR","97303",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Keizer Elem",10869,"74.8%"
"260","Portland SD","Kelly Elementary","2616011",11032,"After School At Risk Meals and Snacks Center","Multnomah County","9030 SE Cooper St","","Portland","OR","97266",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Kelly Elementary",11032,"80.7%"
"188","Medford SD 549","Kennedy Elem","1513001",10505,"After School At Risk Meals and Snacks Center","Jackson County","2860 N.  Keene Way Drive","","Medford","OR","97504",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Kennedy Elem",10505,"72.9%"
"335","Salem-Keizer SD - At Risk","Kennedy Elementary","2419020",15363,"After School At Risk Meals and Snacks Center","Marion County","4012 Noren Ave. NE","","Keizer","OR","97303",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Kennedy Elem",10870,"70.9%"
"189","Medford SD 549","Kid's Unlimited - Main one","1513001",13495,"After School At Risk Meals and Snacks Center","Jackson County","821 N. Riverside Drive","","Medford","OR","97501",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Wilson Elem",10511,"81.4%"
"261","Portland SD","King Elem","2616011",11034,"After School At Risk Meals and Snacks Center","Multnomah County","4906 NE 6th Ave","","Portland","OR","97211",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"King Elem",11034,"88.1%"
"6","Beaverton SD 48J","Kinnaman After School Program","3402002",13995,"After School At Risk Meals and Snacks Center","Washington County","4205 SW 193rd Ave","","Aloha","OR","97007",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Kinnaman Elem",11216,"67.9%"
