Col Index,Sponsor.Name,Site.Name,site alias,School ID,AgrNbr,SiteNbr,Program.Type,County,Street.Address,Addr2,City,State,Zip.Code,Opr.Oct,Opr.Nov,Opr.Dec,Opr.Jan,Opr.Feb,Opr.Mar,Opr.Apr,Opr.May,Opr.Jun,Opr.Jul,Opr.Aug,Opr.Sep,Breakfast,Brk.Mon,Brk.Tue,Brk.Wed,Brk.Thu,Brk.Fri,Brk.Sat,Brk.Sun,AM.Snack,Ams.Mon,Ams.Tue,Ams.Wed,Ams.Thu,Ams.Fri,Ams.Sat,Ams.Sun,Lunch,Lun.Mon,Lun.Tue,Lun.Wed,Lun.Thu,Lun.Fri,Lun.Sat,Lun.Sun,PM.Snack,Pms.Mon,Pms.Tue,Pms.Wed,Pms.Thu,Pms.Fri,Pms.Sat,Pms.Sun,Supper,Sup.Mon,Sup.Tue,Sup.Wed,Sup.Thu,Sup.Fri,Sup.Sat,Sup.Sun,Evening.Snack,Eve.Mon,Eve.Tue,Eve.Wed,Eve.Thu,Eve.Fri,Eve.Sat,Eve.Sun,Qualifying.Area.School,QAS.SiteNbr,QAS..F.RP
118,Eugene SD 4J,James Madison Middle,James Madison Middle School,No match,2005005,10607,After School At Risk Meals and Snacks Center,Lane County,875 Wilkes Dr,,Eugene,OR,97404,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Awbrey Park Elem,10615,55.60%
119,Eugene SD 4J,River Road Elem,River Road Elementary School,525,2005005,10631,After School At Risk Meals and Snacks Center,Lane County,120 W Hilliard Ln,,Eugene,OR,97404,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,River Road Elem,10631,63.30%
120,Eugene SD 4J,Spring Creek Elem,Spring Creek Elementary School,529,2005005,10633,After School At Risk Meals and Snacks Center,Lane County,560 Irvington Rd,,Eugene,OR,97404,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Spring Creek Elem,10633,63.20%
121,Falls City SD 57,Fall City Elem,Fall City Elementary School,No match,2706001,11097,After School At Risk Meals and Snacks Center,Polk County,177 Prospect Street,,Falls City,OR,97344,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Fall City Elem,11097,87.40%
122,Forest Grove SD 15,Forest Grove High,Forest Grove High School,1134,3406001,11231,After School At Risk Meals and Snacks Center,Washington County,1401 Nichols Lane,,Forest Grove,OR,97116,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Forest Grove High,11231,52.10%
123,Forest Grove SD 15,Neil Armstrong Middle,Neil Armstrong Middle School,1126,3406001,11232,After School At Risk Meals and Snacks Center,Washington County,1777 Mountain View Lane,,Forest Grove,OR,97116,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Neil Armstrong Middle,11232,59.60%
124,Forest Grove SD 15,Tom McCall Upper Elem,Tom McCall Upper Elementary School,1127,3406001,11239,After School At Risk Meals and Snacks Center,Washington County,1255 Pacific Ave,,Forest Grove,OR,97116,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Tom McCall Upper Elem,11239,66.10%
125,Gervais SD,Gervais Elementary,Gervais Elementary,776,2407001,15276,After School At Risk Meals and Snacks Center,Marion County,150 Douglas Street,,Gervais,OR,97026,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Gervais Elementary,15276,83.90%
126,Great Days Early Education Center,Great Days Early Education Center,Great Days Early Education Center,No match,2007001,11766,After School At Risk Meals and Snacks Center,Lane County,403 NORTH RIVER ROAD,403 NORTH RIVER ROAD,COTTAGE GROVE,OR,97424,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bohemia Elem,10686,79.60%
127,Greater Albany SD 8J,Calapooia Middle,Calapooia Middle School,632,2207001,10741,After School At Risk Meals and Snacks Center,Linn County,830 24th Ave SE,,Albany,OR,97322,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Calapooia Middle,10741,59.90%
128,Greater Albany SD 8J,Central Elem,Central Elementary School,631,2207001,10744,After School At Risk Meals and Snacks Center,Linn County,336 9th Ave W,,Albany,OR,97321,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Central Elem,10744,54.40%
129,Greater Albany SD 8J,Clover Ridge Elem,Clover Ridge Elementary School,633,2207001,10745,After School At Risk Meals and Snacks Center,Linn County,2953 Clover Ridge Road,,Albany,OR,97321,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,South Albany High,10739,51.30%
130,Greater Albany SD 8J,Lafayette Elem,Lafayette Elementary School,640,2207001,10746,After School At Risk Meals and Snacks Center,Linn County,3122 Madison Stree SE,,Albany,OR,97322,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Lafayette Elem,10746,76.20%
131,Greater Albany SD 8J,Periwinkle Elementary School,Periwinkle Elemenetary School,636,2207001,10750,After School At Risk Meals and Snacks Center,Linn County,2196 21st Ave SE,,Albany,OR,97322,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Periwinkle Elemenetary School,10750,51.70%
132,Greater Albany SD 8J,South Albany High,South Albany High School,650,2207001,10739,After School At Risk Meals and Snacks Center,Linn County,3705 Columbus St SE,,Albany,OR,97322,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,South Albany High,10739,51.30%
133,Greater Albany SD 8J,Sunrise Elem,Sunrise Elementary School,644,2207001,10752,After School At Risk Meals and Snacks Center,Linn County,730 19th Avenue SE,,Albany,OR,97322,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Sunrise Elem,10752,76.60%
134,Greater Albany SD 8J,Takena Elem,Takena Elementary School,647,2207001,10753,After School At Risk Meals and Snacks Center,Linn County,1210 12th Ave SW,,Albany,OR,97321,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Takena Elem,10753,44.80%
135,Greater Albany SD 8J,YMCA,YMCA,No match,2207001,15195,After School At Risk Meals and Snacks Center,Linn County,3311 Pacific Blvd,,Albany,OR,97321,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Sunrise Elem,10752,76.60%
136,Gresham-Barlow SD 10J,Clear Creek Middle,Clear Creek Middle School,1312,2607003,10949,After School At Risk Meals and Snacks Center,Multnomah County,219 NE 219th Ave,,Gresham,OR,97030,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Clear Creek Middle,10949,80.90%
137,Gresham-Barlow SD 10J,Dexter McCarty Middle,Dexter McCarty Middle School,932,2607003,10951,After School At Risk Meals and Snacks Center,Multnomah County,1400 SE 5th St,,Gresham,OR,97080,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Dexter McCarty Middle,10951,71.80%
138,Gresham-Barlow SD 10J,East Gresham Elem,East Gresham Elementary School,933,2607003,10955,After School At Risk Meals and Snacks Center,Multnomah County,900 SE 5th St,,Gresham,OR,97080-8199,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,East Gresham Elem,10955,90.70%
139,Gresham-Barlow SD 10J,Gordon Russell Middle,Gordon Russell Middle School,934,2607003,10952,After School At Risk Meals and Snacks Center,Multnomah County,3625 SE Powell Valley Rd,,Gresham,OR,97080-1614,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Gordon Russell Middle,10952,63.90%
140,Gresham-Barlow SD 10J,Gresham High,Gresham High School,986,2607003,10947,After School At Risk Meals and Snacks Center,Multnomah County,1331 NW Eastman PKWY,,Gresham,OR,97030,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Highland Elem,10958,88.60%
141,Gresham-Barlow SD 10J,Hall Elem,Hall Elementary School,936,2607003,10957,After School At Risk Meals and Snacks Center,Multnomah County,2505 NE 23rd St,,Gresham,OR,97030-3146,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Hall Elem,10957,83.80%
142,Gresham-Barlow SD 10J,Highland Elem,Highland Elementary School,935,2607003,10958,After School At Risk Meals and Snacks Center,Multnomah County,295 NE 24th St,,Gresham,OR,97030-2753,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Highland Elem,10958,88.60%
143,Hacienda Community Development Corp,Los Jardines de la Paz,Los Jardines de la Paz,No match,2608010,13884,After School At Risk Meals and Snacks Center,Multnomah County,5530 NE 60th Ave,,Portland,OR,97218,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rigler Elem,11047,86.60%
144,Hacienda Community Development Corp,Miraflores,Miraflores,No match,2608010,14926,After School At Risk Meals and Snacks Center,Multnomah County,8901 N Newell Avenue,,Portland,OR,97203,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cesar Chavez,10995,88.40%
145,Hacienda Community Development Corp,Salon Comunal,Salon Comunal,No match,2608010,13881,After School At Risk Meals and Snacks Center,Multnomah County,6856 NE Killingsworth St,,Portland,OR,97218,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scott Elem,11050,83.20%
146,Hacienda Community Development Corp,Villas de Mariposas,Villas de Mariposas,No match,2608010,13882,After School At Risk Meals and Snacks Center,Multnomah County,5205 NE Killingsworth,,Portland,OR,97218,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rigler Elem,11047,86.60%
147,Hood River SD,Cascade Locks School,Cascade Locks School,3372,1408001,10111,After School At Risk Meals and Snacks Center,Hood River County,300 Wanapa ST,,Cascade Locks,OR,97014,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Cascade Locks School,10111,80.30%
148,Hood River SD,Mid Valley Elementary,Mid Valley Elementary,363,1408001,10113,After School At Risk Meals and Snacks Center,Hood River County,3686 Davis Dr.,,Hood River,OR,97031,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Mid Valley Elementary,10113,79.10%
149,Hood River SD,Parkdale Elementary,Parkdale Elementary,364,1408001,10114,After School At Risk Meals and Snacks Center,Hood River County,4880 Van Nuys Dr,,Parkdale,OR,97041,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Parkdale Elementary,10114,74.20%
150,Hood River SD,Wy'East Middle School,Wy'East Middle School,367,1408001,10109,After School At Risk Meals and Snacks Center,Hood River County,3000 Wy'East Dr,,Hood River,OR,97031,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Wy'East Middle School,10109,70.70%
151,Integral Youth Services of Klamath Falls,Teen Center,Teen Center,No match,1809001,13540,After School At Risk Meals and Snacks Center,Klamath County,601 East Main,,Klamath Falls,OR,97601,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Mills Elementary,10126,86.90%
152,Jefferson Co SD 509,Westside School,Westside Elementary School,No match,1610001,10530,After School At Risk Meals and Snacks Center,Jefferson County,410 SW 4th Street,,Madras,OR,97741,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Madras High,10524,81.90%
153,Jefferson SD 14J,Jefferson Elem,Jefferson Elementary School,721,2410001,10822,After School At Risk Meals and Snacks Center,Marion County,615 N 2nd St,,Jefferson,OR,97352,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Jefferson Elem,10822,63.40%
154,Junction City SD 69,Junction City Community Services Center,Junction City Community Services Center,No match,2010001,14735,After School At Risk Meals and Snacks Center,Lane County,175 7th Ave,,Junction City,OR,97448,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Laurel Elem,10659,60.40%
155,Junction City SD 69,Junction City High,Junction City High School,597,2010001,10657,After School At Risk Meals and Snacks Center,Lane County,1135 W 6th Street,,Junction City,OR,97448,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Laurel Elem,10659,60.40%
156,Junction City SD 69,Laurel Elem,Laurel Elementary School,595,2010001,10659,After School At Risk Meals and Snacks Center,Lane County,1401 Laurel St,,Junction City,OR,97448,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Laurel Elem,10659,60.40%
157,Junction City SD 69,Oaklea Middle,Oaklea Middle School,596,2010001,10658,After School At Risk Meals and Snacks Center,Lane County,1515 Rose Street,,Junction City,OR,97448,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Laurel Elem,10659,60.40%
158,Klamath Falls SD - At Risk,Conger Elementary,Conger Elementary,459,1811012,15327,After School At Risk Meals and Snacks Center,Klamath County,1700 California Ave.,,Klamath Falls,OR,97601,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Joseph Conger Elementary,10125,73.10%
159,Klamath Falls SD - At Risk,Klamath Falls Union HS,Klamath Falls Union HS,487,1811012,15331,After School At Risk Meals and Snacks Center,Klamath County,1300 Monclaire Street,,Klamath Falls,OR,97601,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Klamath Union High School,10121,62.20%
160,Klamath Falls SD - At Risk,Mills Elementary,Mills Elementary,461,1811012,15328,After School At Risk Meals and Snacks Center,Klamath County,520 East Main Street,,Klamath Falls,OR,97601,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Mills Elementary,10126,86.90%
161,Klamath Falls SD - At Risk,Pelican Elementary,Pelican Elementary,462,1811012,15329,After School At Risk Meals and Snacks Center,Klamath County,501 McLean Street,,Klamath Falls,OR,97601,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Pelican Elementary,10127,75.70%
162,Klamath Falls SD - At Risk,Ponderosa MS,Ponderosa MS,463,1811012,15330,After School At Risk Meals and Snacks Center,Klamath County,2554 Main Street,,Klamath Falls,OR,97601,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Ponderosa Jr High,10123,75.40%
163,LaGrande SD,Greenwood Elem,Greenwood Elementary School,1068,3112001,11160,After School At Risk Meals and Snacks Center,Union County,2300 North Spruce St.,,La Grande,OR,97850,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Greenwood Elem,11160,77.90%
164,Lebanon Community SD 9,Cascades School,Cascades School,652,2212001,10764,After School At Risk Meals and Snacks Center,Linn County,2163 South 7th Street,,Lebanon,OR,97355,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cascades School,10764,75.10%
165,Lebanon Community SD 9,Lacomb Elem,Lacomb Elementary School,671,2212001,10769,After School At Risk Meals and Snacks Center,Linn County,34110 E Lacomb Rd,,Lebanon,OR,97355,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Lacomb Elem,10769,60.00%
166,Lebanon Community SD 9,Lebanon High,Lebanon High School,688,2212001,10759,After School At Risk Meals and Snacks Center,Linn County,1700 S. 5th St,,Lebanon,OR,97355,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Cascades School,10764,75.10%
167,Lebanon Community SD 9,Pioneer School,Pioneer School,3504,2212001,13031,After School At Risk Meals and Snacks Center,Linn County,500 N. 5th St,,Lebanon,OR,97355,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Pioneer School,13031,73.10%
168,Lebanon Community SD 9,Western University of Health Sciences,Western University of Health Sciences,No match,2212001,15325,After School At Risk Meals and Snacks Center,Linn County,200 Mullins Dr,,Lebanon,OR,97355,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Pioneer School,13031,73.10%
169,Lincoln Co SD,Crestview Heights,Crestview Heights,623,2112001,10734,After School At Risk Meals and Snacks Center,Lincoln County,2750 Crestline Dr.,,Waldport,OR,97394,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Crestview Heights,10734,73.40%
170,Lincoln Co SD,Eddyville Charter School,Eddyville Charter School,3361,2112001,10728,After School At Risk Meals and Snacks Center,Lincoln County,1 Eddyville Rd,,Eddyville,OR,97343,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Eddyville Charter School,10728,56.90%
171,Lincoln Co SD,Newport Intermediate School,Newport Intermediate School,625,2112001,10722,After School At Risk Meals and Snacks Center,Lincoln County,825 NE 7th Street,,Newport,OR,97365,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Newport Intermediate School,10722,59.60%
172,Lincoln Co SD,NHS/NPA - Aspire Center,NHS/NPA - Aspire Center,two schools combined 627,2112001,15248,After School At Risk Meals and Snacks Center,Lincoln County,322 Eads Street,,Newport,OR,97365,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Newport High,10717,51.50%
173,Lincoln Co SD,Sam Case Elem,Sam Case Elementary School,618,2112001,10731,After School At Risk Meals and Snacks Center,Lincoln County,459 NE 12th ST.,,Newport,OR,97365,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Sam Case Elem,10731,64.70%
174,Lincoln Co SD,Siletz Early College Academy,Siletz Early College Academy,4468,2112001,14009,After School At Risk Meals and Snacks Center,Lincoln County,245 Frank James Rd,,Siletz,OR,97380,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Siletz Early College Academy,14009,82.40%
175,Lincoln Co SD,Siletz Valley School,Siletz Valley School,4038,2112001,10732,After School At Risk Meals and Snacks Center,Lincoln County,245 Frank James Rd,,Siletz,OR,97380,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Siletz Valley School,10732,89.20%
176,Lincoln Co SD,Taft Elem,Taft Elementary School,620,2112001,10733,After School At Risk Meals and Snacks Center,Lincoln County,Taft Elementary School,4040 SE High School Drive,Lincoln City,OR,97367,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Taft Elem,10733,82.80%
